-7.8324 -7.88755
8.64949 8.73192
-11.0756 -11.0323
9.31304 9.33752
-11.5596 -11.6849
-8.28823 -8.4817
2.69392 2.54385
2.04539 2.00537
10.6522 10.6992
4.54786 4.58264
-0.470366 -0.437468
-7.3068 -7.35582
0.891789 0.856981
1.02591 1.12048
5.35332 5.4729
-4.94977 -5.20671
-0.713895 -0.596128
0.719653 0.806146
8.04007 7.78641
-7.27318 -7.21518
0.944673 0.983579
3.16044 3.28273
5.09333 5.06972
1.96804 1.98382
-3.88359 -3.87303
5.66889 5.76606
-3.84194 -3.70994
-1.87735 -1.80031
-5.82973 -5.73585
-1.27087 -1.25394
11.7477 11.6941
-0.594686 -0.717004
10.7957 10.8013
2.64841 2.69211
6.75679 6.79491
7.45547 7.54816
-0.0618552 -0.00366978
-7.03705 -7.11251
-0.162376 -0.159311
-2.58667 -2.64794
-10.1049 -10.1942
-6.83829 -6.88526
-14.6378 -14.5877
6.61839 6.47446
-6.91633 -7.08998
-0.785942 -0.822969
0.636205 0.535717
8.97083 8.93073
-7.32576 -7.25967
4.43496 4.23765
1.20932 1.26554
1.78504 1.81828
-11.6787 -11.6129
-5.12379 -5.07997
-2.3893 -2.39372
-9.21328 -9.09742
5.55302 5.45785
7.21982 7.23611
-4.16797 -3.96347
3.02427 2.97345
-3.75107 -3.84224
1.60227 1.48718
1.56913 1.65388
0.0929987 0.0959888
-0.530334 -0.6287
-1.78509 -1.87379
1.11309 1.09778
-0.0256384 -0.243156
0.375676 0.194503
1.51219 1.65053
-9.51698 -9.443
8.25747 8.04838
5.35905 5.59137
-0.995528 -0.849553
5.4141 5.36478
-1.4115 -1.30374
3.57623 3.53592
-5.50372 -5.57453
1.69721 1.67897
-1.69957 -1.49066
-8.08089 -8.00566
3.11253 3.0122
-4.97694 -5.10014
1.68974 1.77923
6.29306 6.37442
-2.71739 -2.63908
0.855866 0.780224
1.79329 1.95386
0.280033 0.29745
-2.99757 -3.05996
-4.61307 -4.63144
1.06632 0.989632
6.61836 6.63017
-5.39577 -5.41648
6.1486 5.94172
-0.87507 -0.906627
6.32173 6.23752
-9.06877 -9.03311
8.61825 8.65612
1.25213 1.1091
-4.5652 -4.51175
7.71408 7.77643
-1.99661 -2.07017
0.951002 0.90829
0.103915 0.065906
-7.16043 -7.06367
-9.35151 -9.43041
2.93965 2.95929
6.21093 6.06836
10.4064 10.3442
6.66791 6.54763
1.33857 1.23159
4.31802 4.43012
-1.4343 -1.22611
-6.733 -6.69153
-2.07643 -2.03806
-1.94888 -1.74566
-13.3872 -13.4223
4.89732 4.64359
-4.58673 -4.52333
-2.90119 -2.65258
6.03098 6.05373
-4.46612 -4.47908
-4.51041 -4.46868
3.60901 3.47909
0.542295 0.53724
-6.87614 -6.89936
-4.84818 -4.8148
-0.828339 -0.873608
-3.59458 -3.45698
0.561001 0.658126
5.36685 5.43027
0.601258 0.592196
-6.84047 -6.94195
3.38552 3.40143
1.04078 1.04183
0.513401 0.590015
-1.15426 -1.19164
-13.7477 -13.7299
1.84062 1.86764
1.11211 1.09736
4.35117 4.44639
-4.78528 -4.76187
-4.25566 -4.18047
3.35323 3.25396
4.6298 4.4278
-6.31217 -6.25199
2.26243 2.05385
-5.65977 -5.52686
2.78355 2.82962
1.86047 1.89605
-1.97908 -1.83148
11.0386 10.8959
5.82033 5.74182
-0.967903 -0.902875
1.90229 1.83905
0.755962 0.635734
-4.27499 -4.24954
2.46616 2.32616
8.83258 8.75964
2.92143 2.8668
1.16451 1.06091
-2.54325 -2.53405
-1.83231 -1.76916
17.4294 17.2024
1.25605 1.18212
12.9688 13.0437
0.438009 0.370276
4.96098 4.94077
8.57274 8.58916
2.42116 2.57288
-2.53468 -2.61626
-6.91557 -7.05644
-3.89129 -3.9251
-7.32665 -7.26863
1.49469 1.47482
-3.99353 -3.99057
-3.57045 -3.65421
3.97344 3.9757
-4.6477 -4.70507
-6.41627 -6.60535
4.52769 4.40104
-0.932211 -0.828695
-1.47437 -1.54063
5.80218 5.73221
0.337749 0.36207
4.77058 4.53156
1.89483 2.08114
-12.651 -12.6828
-2.87686 -2.8589
-3.4511 -3.41674
-10.9489 -10.9528
-7.44214 -7.36952
-1.95434 -1.99602
2.31176 2.26538
0.040851 -0.0160903
9.25158 9.3166
5.65241 5.81378
-4.88089 -4.94407
-3.04401 -2.9505
1.69174 1.67301
-8.17527 -8.10783
-5.95462 -5.99676
-0.84093 -0.863079
-6.68411 -6.78199
-3.27516 -3.33444
7.07949 7.1046
14.0764 14.0125
-0.500257 -0.57887
-3.99184 -4.0523
3.07285 3.06998
3.02199 3.11273
1.79154 1.93364
-11.0551 -11.1739
2.18063 2.23896
2.09738 1.96589
3.54464 3.43659
-1.36034 -1.34907
0.641648 0.551222
-6.10396 -6.1055
2.45799 2.4971
-0.140156 -0.175183
6.62347 6.56765
2.83858 2.9245
-10.2859 -10.3528
12.438 12.5393
4.43029 4.4218
-7.30494 -7.37892
-13.8328 -13.8964
-4.55154 -4.5113
-3.10504 -3.04974
-0.582051 -0.603279
-2.88977 -2.78484
1.22858 1.33847
9.51856 9.3939
3.30404 3.15348
5.99049 6.20817
0.0383788 0.129514
0.0763337 0.266333
2.9596 2.91072
1.17628 1.27886
-6.63281 -6.55652
-1.85217 -1.89543
-4.91415 -4.83759
-3.87685 -4.06502
6.35202 6.383
-3.47046 -3.54745
-5.30555 -5.34956
-5.17195 -5.28321
-3.92701 -3.84207
6.7508 6.79816
-1.76493 -1.75657
6.01186 6.0491
-0.700067 -0.540086
-6.76143 -6.57548
1.46806 1.43197
2.66944 2.64683
7.57223 7.55503
-4.69809 -4.58335
-4.37444 -4.30505
3.55832 3.73076
8.29007 8.37715
-3.06213 -2.98237
10.4768 10.4022
-1.68035 -1.57247
4.16105 4.0527
-1.70669 -1.64667
-8.13986 -8.17657
1.539 1.50097
-0.914206 -0.825938
1.93201 1.94336
7.53872 7.6606
11.1542 11.2075
0.878939 0.797339
-6.80113 -6.64814
4.0774 3.87351
-3.14241 -3.17443
-2.34177 -2.41785
0.223861 0.165443
2.18357 2.12991
-2.91144 -3.00236
4.29914 4.33383
3.25216 3.19483
-1.01447 -1.10116
-2.45011 -2.39396
5.29344 5.21739
-1.0407 -0.896617
6.16708 6.2477
-0.616476 -0.642724
7.55167 7.71497
2.0768 2.0661
13.5323 13.555
2.05753 2.11749
-4.28111 -4.28437
1.01328 1.01233
-0.787928 -0.972266
-5.32882 -5.25009
-0.436719 -0.493609
10.1511 10.0929
-5.91081 -5.89252
4.85244 4.8626
3.8792 4.03532
-3.53177 -3.67969
2.82606 2.81952
-8.61802 -8.56628
2.13589 2.00198
-12.1751 -12.2422
-4.41654 -4.35946
-2.57072 -2.60655
-5.49643 -5.52121
-1.39988 -1.27084
-3.55972 -3.41157
5.5212 5.36742
0.780005 0.83587
1.95926 1.83982
-7.30051 -7.33567
-0.465729 -0.564376
2.18349 2.23971
-1.18827 -1.09781
-1.62992 -1.69025
-3.90475 -3.93613
-9.45639 -9.48595
3.47151 3.47989
-0.973384 -0.87652
-4.58148 -4.54549
4.50678 4.47108
-0.94866 -0.986562
-2.59001 -2.61674
-2.7723 -2.82765
1.53209 1.64922
-2.86901 -2.88007
7.20593 7.15624
-3.0784 -3.11863
-5.28709 -5.30328
-1.75121 -1.65541
2.29487 2.37746
-3.27765 -3.22854
3.32667 3.35767
-6.9891 -7.02334
0.241513 0.202605
-12.5391 -12.4575
6.54076 6.52997
0.152036 0.189411
0.118841 0.114316
2.41529 2.38951
5.29037 5.20903
3.56961 3.49298
0.0253764 0.279596
